,EILName,Latitude,Longitude,Address,Zipcode,"School, District",DistrictName,CumulativeEnrollment,Median family income (dollars),Mean family income (dollars),"Health insurance coverage, % of civilian pop",No health insurance for civilian pop,No health insurance coverage %,Worked at home,Population 16+,Children of the household 6-17,"Households with income $0-34,999","Households with income $35,000-99,999","Households with income $100,000+",Percent Increase,Absolute Increase Standardized,predictions
463,Intermediate/Middle/Junior High,32.819754,-117.09995,"4880 La Cuenta Drive,San Diego,CA,92124",92124,"Farb Middle, San Diego Unified",San Diego Unified,543.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
464,Elementary,32.834267,-117.10709,"5606 Antigua Boulevard,San Diego,CA,92124",92124,"Vista Grande Elementary, San Diego Unified",San Diego Unified,425.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
465,Intermediate/Middle/Junior High,32.828049,-117.09202,"11010 Clairemont Mesa Boulevard,San Diego,CA,92124",92124,"De Portola Middle, San Diego Unified",San Diego Unified,947.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
466,Elementary,32.836632,-117.09116,"6475 Antigua Boulevard,San Diego,CA,92124",92124,"Kumeyaay Elementary, San Diego Unified",San Diego Unified,443.0,88192.0,111797.0,95.7,1298.0,4.3,836.0,23481.0,4804.0,1667.0,4685.0,4565.0,19.23,0.0010646906009113752,0
467,High School,32.861197,-117.20954,"6949 Genesee Avenue,San Diego,CA,92122",92122,"University City High, San Diego Unified",San Diego Unified,1877.0,99038.0,117049.0,91.8,3847.0,8.2,1789.0,42084.0,3052.0,4788.0,7485.0,7539.0,21.21,0.0006653359946773121,2
468,Elementary,32.854678,-117.20303,"4080 Governor Drive,San Diego,CA,92122",92122,"Curie Elementary, San Diego Unified",San Diego Unified,601.0,99038.0,117049.0,91.8,3847.0,8.2,1789.0,42084.0,3052.0,4788.0,7485.0,7539.0,21.21,0.0006653359946773121,2
469,Elementary,32.849998,-117.21334,"6033 Stadium Street,San Diego,CA,92122",92122,"Spreckels Elementary, San Diego Unified",San Diego Unified,679.0,99038.0,117049.0,91.8,3847.0,8.2,1789.0,42084.0,3052.0,4788.0,7485.0,7539.0,21.21,0.0006653359946773121,2
470,Intermediate/Middle/Junior High,32.852231,-117.20568,"6298 Radcliffe Drive,San Diego,CA,92122",92122,"Standley Middle, San Diego Unified",San Diego Unified,1055.0,99038.0,117049.0,91.8,3847.0,8.2,1789.0,42084.0,3052.0,4788.0,7485.0,7539.0,21.21,0.0006653359946773121,2
471,Elementary,32.863694,-117.22184,"3950 Berino Court,San Diego,CA,92122",92122,"Doyle Elementary, San Diego Unified",San Diego Unified,749.0,99038.0,117049.0,91.8,3847.0,8.2,1789.0,42084.0,3052.0,4788.0,7485.0,7539.0,21.21,0.0006653359946773121,2
472,Elementary-High Combination,32.679265,-117.04953,"2425 Dusk Drive,San Diego,CA,92139",92139,"San Diego SCPA, San Diego Unified",San Diego Unified,1453.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
473,Elementary,32.670197,-117.0571,"6196 Childs Avenue,San Diego,CA,92139",92139,"Pacific View Leadership Elementary, San Diego Unified",San Diego Unified,284.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
474,Elementary,32.679597,-117.06622,"5816 Alleghany Street,San Diego,CA,92139",92139,"Paradise Hills Elementary, San Diego Unified",San Diego Unified,326.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
475,Elementary,32.684978,-117.05864,"6290 Oriskany Road,San Diego,CA,92139",92139,"Perry Elementary, San Diego Unified",San Diego Unified,434.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
476,Intermediate/Middle/Junior High,32.688916,-117.03736,"620 Briarwood Road,San Diego,CA,92139",92139,"Bell Middle, San Diego Unified",San Diego Unified,784.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
477,Elementary,32.673067,-117.0471,"2797 Utica Drive,San Diego,CA,92139",92139,"Penn Elementary, San Diego Unified",San Diego Unified,435.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
478,Elementary,32.680338,-117.03864,"2655 Casey Street,San Diego,CA,92139",92139,"Zamorano Elementary, San Diego Unified",San Diego Unified,1116.0,62380.0,73067.0,87.9,4362.0,12.1,341.0,29187.0,5374.0,2656.0,5267.0,2492.0,23.25,0.004214204954260458,0
479,High School,32.908719,-117.11199,"10410 Falcon Way,San Diego,CA,92131",92131,"Scripps Ranch High, San Diego Unified",San Diego Unified,2217.0,138913.0,169064.0,97.0,1027.0,3.0,1221.0,26114.0,6278.0,1024.0,3245.0,7303.0,25.42,0.0011488090679329095,2
480,Elementary,32.910297,-117.09902,"10770 Red Cedar Drive,San Diego,CA,92131",92131,"Miramar Ranch Elementary, San Diego Unified",San Diego Unified,729.0,138913.0,169064.0,97.0,1027.0,3.0,1221.0,26114.0,6278.0,1024.0,3245.0,7303.0,25.42,0.0011488090679329095,2
481,Elementary,32.908201,-117.08352,"10050 Avenida Magnifica,San Diego,CA,92131",92131,"Jerabek Elementary, San Diego Unified",San Diego Unified,666.0,138913.0,169064.0,97.0,1027.0,3.0,1221.0,26114.0,6278.0,1024.0,3245.0,7303.0,25.42,0.0011488090679329095,2
482,Elementary,32.933134,-117.0907,"11840 Scripps Creek Drive,San Diego,CA,92131",92131,"Dingeman Elementary, San Diego Unified",San Diego Unified,766.0,138913.0,169064.0,97.0,1027.0,3.0,1221.0,26114.0,6278.0,1024.0,3245.0,7303.0,25.42,0.0011488090679329095,2
483,Intermediate/Middle/Junior High,32.896523,-117.10011,"9700 Avenue of Nations,San Diego,CA,92131",92131,"Marshall Middle, San Diego Unified",San Diego Unified,1517.0,138913.0,169064.0,97.0,1027.0,3.0,1221.0,26114.0,6278.0,1024.0,3245.0,7303.0,25.42,0.0011488090679329095,2
484,Elementary,32.930673,-117.08174,"11778 Cypress Canyon Road,San Diego,CA,92131",92131,"Scripps Elementary, San Diego Unified",San Diego Unified,755.0,138913.0,169064.0,97.0,1027.0,3.0,1221.0,26114.0,6278.0,1024.0,3245.0,7303.0,25.42,0.0011488090679329095,2
485,High School,32.751186,-117.13509,"4041 Oregon Street,San Diego,CA,92104",92104,"ALBA, San Diego Unified",San Diego Unified,116.0,72953.0,96137.0,85.5,6377.0,14.5,2170.0,38609.0,3622.0,5860.0,9645.0,5463.0,25.07,0.0024864668859592323,1
486,Elementary,32.751057,-117.11804,"4077 35th Street,San Diego,CA,92104",92104,"Edison Elementary, San Diego Unified",San Diego Unified,561.0,72953.0,96137.0,85.5,6377.0,14.5,2170.0,38609.0,3622.0,5860.0,9645.0,5463.0,25.07,0.0024864668859592323,1
487,Elementary,32.74722,-117.13284,"3770 Utah Street,San Diego,CA,92104",92104,"Jefferson Elementary, San Diego Unified",San Diego Unified,444.0,72953.0,96137.0,85.5,6377.0,14.5,2170.0,38609.0,3622.0,5860.0,9645.0,5463.0,25.07,0.0024864668859592323,1
488,Elementary,32.736627,-117.12208,"3045 Felton Street,San Diego,CA,92104",92104,"McKinley Elementary, San Diego Unified",San Diego Unified,559.0,72953.0,96137.0,85.5,6377.0,14.5,2170.0,38609.0,3622.0,5860.0,9645.0,5463.0,25.07,0.0024864668859592323,1
489,High School,32.796333,-117.05148,"6702 Wandermere Drive,San Diego,CA,92120",92120,"Henry High, San Diego Unified",San Diego Unified,2498.0,110426.0,140139.0,94.8,1514.0,5.2,1065.0,24227.0,2937.0,2279.0,4159.0,4968.0,26.28,0.001692326742890164,0
490,Elementary,32.791734,-117.0841,"6550 51st Street,San Diego,CA,92120",92120,"Foster Elementary, San Diego Unified",San Diego Unified,448.0,110426.0,140139.0,94.8,1514.0,5.2,1065.0,24227.0,2937.0,2279.0,4159.0,4968.0,26.28,0.001692326742890164,0
491,Elementary,32.782889,-117.06432,"6230 Del Cerro Boulevard,San Diego,CA,92120",92120,"Hearst Elementary, San Diego Unified",San Diego Unified,521.0,110426.0,140139.0,94.8,1514.0,5.2,1065.0,24227.0,2937.0,2279.0,4159.0,4968.0,26.28,0.001692326742890164,0
492,Elementary,32.796157,-117.06913,"5720 Brunswick Avenue,San Diego,CA,92120",92120,"Marvin Elementary, San Diego Unified",San Diego Unified,534.0,110426.0,140139.0,94.8,1514.0,5.2,1065.0,24227.0,2937.0,2279.0,4159.0,4968.0,26.28,0.001692326742890164,0
493,Intermediate/Middle/Junior High,32.795877,-117.07977,"5170 Greenbrier Avenue,San Diego,CA,92120",92120,"Lewis Middle, San Diego Unified",San Diego Unified,1107.0,110426.0,140139.0,94.8,1514.0,5.2,1065.0,24227.0,2937.0,2279.0,4159.0,4968.0,26.28,0.001692326742890164,0
494,Elementary,32.804463,-117.0539,"6425 Cibola Road,San Diego,CA,92120",92120,"Dailard Elementary, San Diego Unified",San Diego Unified,536.0,110426.0,140139.0,94.8,1514.0,5.2,1065.0,24227.0,2937.0,2279.0,4159.0,4968.0,26.28,0.001692326742890164,0
495,High School,32.832726,-117.27269,"750 Nautilus Street,La Jolla,CA,92037",92037,"La Jolla High, San Diego Unified",San Diego Unified,1440.0,146424.0,224903.0,96.5,1372.0,3.5,2545.0,33532.0,4668.0,3070.0,4940.0,9098.0,30.54,0.0018489800787307646,2
496,Elementary,32.811037,-117.26501,"5371 La Jolla Hermosa Avenue,La Jolla,CA,92037",92037,"Bird Rock Elementary, San Diego Unified",San Diego Unified,457.0,146424.0,224903.0,96.5,1372.0,3.5,2545.0,33532.0,4668.0,3070.0,4940.0,9098.0,30.54,0.0018489800787307646,2
497,Elementary,32.839513,-117.27086,"1111 Marine Street,La Jolla,CA,92037",92037,"La Jolla Elementary, San Diego Unified",San Diego Unified,586.0,146424.0,224903.0,96.5,1372.0,3.5,2545.0,33532.0,4668.0,3070.0,4940.0,9098.0,30.54,0.0018489800787307646,2
498,Elementary,32.858621,-117.24378,"8350 Cliffridge Avenue,La Jolla,CA,92037",92037,"Torrey Pines Elementary, San Diego Unified",San Diego Unified,505.0,146424.0,224903.0,96.5,1372.0,3.5,2545.0,33532.0,4668.0,3070.0,4940.0,9098.0,30.54,0.0018489800787307646,2
499,Intermediate/Middle/Junior High,32.83213,-117.2697,"1056 Nautilus Street,La Jolla,CA,92037",92037,"Muirlands Middle, San Diego Unified",San Diego Unified,948.0,146424.0,224903.0,96.5,1372.0,3.5,2545.0,33532.0,4668.0,3070.0,4940.0,9098.0,30.54,0.0018489800787307646,2
500,High School,32.801298,-117.22441,"2475 Grand Avenue,San Diego,CA,92109",92109,"Mission Bay High, San Diego Unified",San Diego Unified,1167.0,93529.0,120577.0,88.9,5326.0,11.1,2480.0,44611.0,2557.0,4774.0,10466.0,7507.0,16.59,0.0017036157001636368,2
501,Elementary,32.802554,-117.2251,"2445 Fogg Street,San Diego,CA,92109",92109,"Barnard Elementary, San Diego Unified",San Diego Unified,529.0,93529.0,120577.0,88.9,5326.0,11.1,2480.0,44611.0,2557.0,4774.0,10466.0,7507.0,16.59,0.0017036157001636368,2
502,Elementary,32.793243,-117.23889,"4033 Ingraham Street,San Diego,CA,92109",92109,"Crown Point Elementary, San Diego Unified",San Diego Unified,347.0,93529.0,120577.0,88.9,5326.0,11.1,2480.0,44611.0,2557.0,4774.0,10466.0,7507.0,16.59,0.0017036157001636368,2
503,Elementary,32.808661,-117.25041,"1234 Tourmaline Street,San Diego,CA,92109",92109,"Pacific Beach Elementary, San Diego Unified",San Diego Unified,402.0,93529.0,120577.0,88.9,5326.0,11.1,2480.0,44611.0,2557.0,4774.0,10466.0,7507.0,16.59,0.0017036157001636368,2
504,Elementary,32.8087,-117.23201,"2150 Beryl Street,San Diego,CA,92109",92109,"Sessions Elementary, San Diego Unified",San Diego Unified,545.0,93529.0,120577.0,88.9,5326.0,11.1,2480.0,44611.0,2557.0,4774.0,10466.0,7507.0,16.59,0.0017036157001636368,2
505,Intermediate/Middle/Junior High,32.802126,-117.24167,"4676 Ingraham Street,San Diego,CA,92109",92109,"Pacific Beach Middle, San Diego Unified",San Diego Unified,775.0,93529.0,120577.0,88.9,5326.0,11.1,2480.0,44611.0,2557.0,4774.0,10466.0,7507.0,16.59,0.0017036157001636368,2
506,High School,32.702602,-117.04876,"6905 Skyline Drive,San Diego,CA,92114",92114,"Morse High, San Diego Unified",San Diego Unified,1844.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
507,Elementary,32.71121,-117.03008,"8111 San Vicente,San Diego,CA,92114",92114,"Audubon K-8, San Diego Unified",San Diego Unified,549.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
508,Elementary,32.694651,-117.0364,"7330 Brookhaven Road,San Diego,CA,92114",92114,"Boone Elementary, San Diego Unified",San Diego Unified,462.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
509,Elementary,32.714909,-117.05804,"822 65th Street,San Diego,CA,92114",92114,"Encanto Elementary, San Diego Unified",San Diego Unified,557.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
510,Elementary,32.703611,-117.02741,"8140 Greenlawn Drive,San Diego,CA,92114",92114,"Freese Elementary, San Diego Unified",San Diego Unified,322.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
511,Elementary,32.702667,-117.04741,"7055 Skyline Drive,San Diego,CA,92114",92114,"Fulton K-8, San Diego Unified",San Diego Unified,372.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
512,Elementary,32.719126,-117.07514,"1355 Kelton Road,San Diego,CA,92114",92114,"Johnson Elementary, San Diego Unified",San Diego Unified,316.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
513,Elementary,32.701466,-117.07178,"5880 Skyline Drive,San Diego,CA,92114",92114,"Valencia Park Elementary, San Diego Unified",San Diego Unified,555.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
514,Elementary,32.689764,-117.05013,"6835 Benjamin Holt Road,San Diego,CA,92114",92114,"Bethune K-8, San Diego Unified",San Diego Unified,643.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
515,Elementary,32.696055,-117.07013,"981 Valencia Parkway,San Diego,CA,92114",92114,"Nye Elementary, San Diego Unified",San Diego Unified,420.0,66202.0,77955.0,84.8,10474.0,15.2,1117.0,55759.0,9869.0,4657.0,8618.0,4514.0,29.03,0.0047525959934719055,1
516,High School,32.740362,-117.22662,"2335 Chatsworth Boulevard,San Diego,CA,92106",92106,"Point Loma High, San Diego Unified",San Diego Unified,1984.0,130799.0,165054.0,95.0,891.0,5.0,1507.0,15800.0,2213.0,1311.0,2403.0,3633.0,25.0,0.0013924050632911392,0
517,Elementary,32.720377,-117.23364,"3120 Talbot Street,San Diego,CA,92106",92106,"Cabrillo Elementary, San Diego Unified",San Diego Unified,167.0,130799.0,165054.0,95.0,891.0,5.0,1507.0,15800.0,2213.0,1311.0,2403.0,3633.0,25.0,0.0013924050632911392,0
518,Elementary,32.740347,-117.2211,"3341 Browning Street,San Diego,CA,92106",92106,"Loma Portal Elementary, San Diego Unified",San Diego Unified,423.0,130799.0,165054.0,95.0,891.0,5.0,1507.0,15800.0,2213.0,1311.0,2403.0,3633.0,25.0,0.0013924050632911392,0
519,Elementary,32.73311,-117.23346,"1775 Chatsworth Boulevard,San Diego,CA,92106",92106,"Dana, San Diego Unified",San Diego Unified,789.0,130799.0,165054.0,95.0,891.0,5.0,1507.0,15800.0,2213.0,1311.0,2403.0,3633.0,25.0,0.0013924050632911392,0
520,Elementary,32.806947,-117.01474,"6811 Bisby Lake Avenue,San Diego,CA,92119",92119,"Gage Elementary, San Diego Unified",San Diego Unified,609.0,98054.0,111773.0,96.1,936.0,3.9,893.0,19732.0,3134.0,1829.0,3882.0,3683.0,25.49,0.001317656598418812,0
521,Elementary,32.796445,-117.04495,"7030 Wandermere Place,San Diego,CA,92119",92119,"Green Elementary, San Diego Unified",San Diego Unified,464.0,98054.0,111773.0,96.1,936.0,3.9,893.0,19732.0,3134.0,1829.0,3882.0,3683.0,25.49,0.001317656598418812,0
522,Elementary,32.794462,-117.03254,"6269 Twin Lake Drive,San Diego,CA,92119",92119,"Benchley/Weinberger Elementary, San Diego Unified",San Diego Unified,572.0,98054.0,111773.0,96.1,936.0,3.9,893.0,19732.0,3134.0,1829.0,3882.0,3683.0,25.49,0.001317656598418812,0
523,Intermediate/Middle/Junior High,32.800979,-117.02039,"8204 San Carlos Drive,San Diego,CA,92119",92119,"Pershing Middle, San Diego Unified",San Diego Unified,714.0,98054.0,111773.0,96.1,936.0,3.9,893.0,19732.0,3134.0,1829.0,3882.0,3683.0,25.49,0.001317656598418812,0
524,Elementary,32.745144,-117.24615,"4741 Santa Monica Avenue,San Diego,CA,92107",92107,"Ocean Beach Elementary, San Diego Unified",San Diego Unified,443.0,100016.0,126643.0,92.2,2297.0,7.8,1611.0,26301.0,2267.0,2682.0,5569.0,4906.0,16.78,0.000912512832211703,0
525,Elementary,32.733235,-117.24415,"1499 Venice Street,San Diego,CA,92107",92107,"Silver Gate Elementary, San Diego Unified",San Diego Unified,518.0,100016.0,126643.0,92.2,2297.0,7.8,1611.0,26301.0,2267.0,2682.0,5569.0,4906.0,16.78,0.000912512832211703,0
526,Elementary,32.724692,-117.25049,"4365 Hill Street,San Diego,CA,92107",92107,"Sunset View Elementary, San Diego Unified",San Diego Unified,439.0,100016.0,126643.0,92.2,2297.0,7.8,1611.0,26301.0,2267.0,2682.0,5569.0,4906.0,16.78,0.000912512832211703,0
527,Intermediate/Middle/Junior High,32.748723,-117.23133,"4302 Valeta Street,San Diego,CA,92107",92107,"Correia Middle, San Diego Unified",San Diego Unified,810.0,100016.0,126643.0,92.2,2297.0,7.8,1611.0,26301.0,2267.0,2682.0,5569.0,4906.0,16.78,0.000912512832211703,0
528,Intermediate/Middle/Junior High,32.995158,-117.26242,"155 Stevens Street,Solana Beach,CA,92075",92075,"Earl Warren Middle, San Dieguito Union High",San Dieguito Union High,668.0,121042.0,183670.0,94.0,769.0,6.0,1089.0,10886.0,1490.0,747.0,1792.0,2949.0,26.32,0.0009186110600771634,0
529,Elementary,32.996163,-117.26298,"606 Lomas Santa Fe Drive,Solana Beach,CA,92075",92075,"Skyline Elementary, Solana Beach Elementary",Solana Beach Elementary,528.0,121042.0,183670.0,94.0,769.0,6.0,1089.0,10886.0,1490.0,747.0,1792.0,2949.0,26.32,0.0009186110600771634,0
530,Elementary,33.00415,-117.25085,"780 Santa Victoria Avenue,Solana Beach,CA,92075",92075,"Solana Vista Elementary, Solana Beach Elementary",Solana Beach Elementary,359.0,121042.0,183670.0,94.0,769.0,6.0,1089.0,10886.0,1490.0,747.0,1792.0,2949.0,26.32,0.0009186110600771634,0
531,Elementary,32.547737,-117.04235,"226 Willow Road,San Ysidro,CA,92173",92173,"Willow Elementary, San Ysidro Elementary",San Ysidro Elementary,890.0,39755.0,50255.0,83.2,5314.0,16.8,430.0,23467.0,5887.0,3442.0,3636.0,825.0,34.09,0.014019687220351984,1
532,Elementary,32.562092,-117.04941,"1880 Smythe Avenue,San Ysidro,CA,92173",92173,"Smythe Elementary, San Ysidro Elementary",San Ysidro Elementary,716.0,39755.0,50255.0,83.2,5314.0,16.8,430.0,23467.0,5887.0,3442.0,3636.0,825.0,34.09,0.014019687220351984,1
533,Elementary,32.564207,-117.04606,"222 Avenida de la Madrid,San Ysidro,CA,92173",92173,"La Mirada Elementary, San Ysidro Elementary",San Ysidro Elementary,471.0,39755.0,50255.0,83.2,5314.0,16.8,430.0,23467.0,5887.0,3442.0,3636.0,825.0,34.09,0.014019687220351984,1
534,Elementary,32.5582,-117.04998,"3825 Sunset Lane,San Ysidro,CA,92173",92173,"Sunset Elementary, San Ysidro Elementary",San Ysidro Elementary,742.0,39755.0,50255.0,83.2,5314.0,16.8,430.0,23467.0,5887.0,3442.0,3636.0,825.0,34.09,0.014019687220351984,1
535,Intermediate/Middle/Junior High,32.562958,-117.03832,"4345 Otay Mesa Road,San Ysidro,CA,92173",92173,"San Ysidro Middle, San Ysidro Elementary",San Ysidro Elementary,722.0,39755.0,50255.0,83.2,5314.0,16.8,430.0,23467.0,5887.0,3442.0,3636.0,825.0,34.09,0.014019687220351984,1
536,Elementary,32.564248,-117.06662,"1777 Howard Avenue,San Ysidro,CA,92173",92173,"George Nicoloff Elementary, South Bay Union",South Bay Union,818.0,39755.0,50255.0,83.2,5314.0,16.8,430.0,23467.0,5887.0,3442.0,3636.0,825.0,34.09,0.014019687220351984,1
537,Elementary,32.587565,-117.11311,"490 Emory Street,Imperial Beach,CA,91932",91932,"Bayside STEAM Academy, South Bay Union",South Bay Union,590.0,53791.0,68606.0,85.3,3846.0,14.7,499.0,20382.0,4487.0,2778.0,4477.0,1592.0,27.82,0.0052006672554214504,0
538,Elementary,32.577528,-117.10592,"1290 Ebony Avenue,Imperial Beach,CA,91932",91932,"Central Elementary, South Bay Union",South Bay Union,594.0,53791.0,68606.0,85.3,3846.0,14.7,499.0,20382.0,4487.0,2778.0,4477.0,1592.0,27.82,0.0052006672554214504,0
539,Elementary,32.57272,-117.11215,"1311 Tenth Street,Imperial Beach,CA,91932",91932,"Oneonta Elementary, South Bay Union",South Bay Union,572.0,53791.0,68606.0,85.3,3846.0,14.7,499.0,20382.0,4487.0,2778.0,4477.0,1592.0,27.82,0.0052006672554214504,0
540,High School,32.580208,-117.12224,"505 Elm Avenue,Imperial Beach,CA,91932",91932,"Mar Vista Senior High, Sweetwater Union High",Sweetwater Union High,1759.0,53791.0,68606.0,85.3,3846.0,14.7,499.0,20382.0,4487.0,2778.0,4477.0,1592.0,27.82,0.0052006672554214504,0
541,Elementary,33.09656,-116.64555,"4414 Highway 78 and 79,Santa Ysabel,CA,92070",92070,"Spencer Valley Elementary, Spencer Valley Elementary",Spencer Valley Elementary,47.0,49375.0,82076.0,78.6,197.0,21.4,19.0,754.0,116.0,165.0,142.0,65.0,0.0,0.0,0
542,Elementary,33.218505,-117.27087,"1550 Temple Heights Drive,Oceanside,CA,92056",92056,"T.H.E Leadership Academy, Vista Unified",Vista Unified,728.0,83204.0,97927.0,90.6,5030.0,9.4,1357.0,44822.0,6539.0,4797.0,8496.0,6579.0,48.7,0.0029226719021908884,1
543,Elementary,33.17323,-117.25791,"4950 Lake Boulevard,Oceanside,CA,92056",92056,"Lake Elementary, Vista Unified",Vista Unified,834.0,83204.0,97927.0,90.6,5030.0,9.4,1357.0,44822.0,6539.0,4797.0,8496.0,6579.0,48.7,0.0029226719021908884,1
544,Elementary,33.223041,-117.28771,"4850 Avenida Empresa,Oceanside,CA,92056",92056,"Empresa Elementary, Vista Unified",Vista Unified,901.0,83204.0,97927.0,90.6,5030.0,9.4,1357.0,44822.0,6539.0,4797.0,8496.0,6579.0,48.7,0.0029226719021908884,1
545,Elementary,33.246059,-117.25806,"5657 Spur Avenue,Oceanside,CA,92056",92056,"Mission Meadows Elementary, Vista Unified",Vista Unified,581.0,83204.0,97927.0,90.6,5030.0,9.4,1357.0,44822.0,6539.0,4797.0,8496.0,6579.0,48.7,0.0029226719021908884,1
546,Intermediate/Middle/Junior High,33.173316,-117.25871,"4930 Lake Boulevard,Oceanside,CA,92056",92056,"Madison Middle, Vista Unified",Vista Unified,1124.0,83204.0,97927.0,90.6,5030.0,9.4,1357.0,44822.0,6539.0,4797.0,8496.0,6579.0,48.7,0.0029226719021908884,1
547,Elementary,33.200502,-117.30626,"3701 Kelton Drive,Oceanside,CA,92056",92056,"Christa McAuliffe Elementary, Oceanside Unified",Oceanside Unified,582.0,83204.0,97927.0,90.6,5030.0,9.4,1357.0,44822.0,6539.0,4797.0,8496.0,6579.0,48.7,0.0029226719021908884,1
548,Elementary,33.178337,-117.21575,"120 Hannalei Drive,Vista,CA,92083",92083,"Hannalei Elementary, Vista Unified",Vista Unified,614.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
549,High School,33.198351,-117.25582,"215 North Melrose Drive,Vista,CA,92083",92083,"Major General Raymond Murray High, Vista Unified",Vista Unified,314.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
550,Elementary,33.221088,-117.24761,"220 West Bobier Drive,Vista,CA,92083",92083,"Bobier Elementary, Vista Unified",Vista Unified,700.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
551,Elementary,33.207511,-117.24664,"215 West California Avenue,Vista,CA,92083",92083,"California Avenue Elementary, Vista Unified",Vista Unified,80.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
552,Elementary,33.199834,-117.27374,"630 Grapevine Road,Vista,CA,92083",92083,"Grapevine Elementary, Vista Unified",Vista Unified,887.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
553,Elementary,33.207469,-117.24508,"600 North Santa Fe Avenue,Vista,CA,92083",92083,"Vista Academy of Visual and Performing Arts, Vista Unified",Vista Unified,620.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
554,Intermediate/Middle/Junior High,33.204628,-117.25714,"740 Olive Avenue,Vista,CA,92083",92083,"Vista Innovation and Design Academy, Vista Unified",Vista Unified,811.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
555,Elementary,33.191355,-117.28465,"260 Cedar Drive,Vista,CA,92083",92083,"Casita Center for Science/Math/Technology, Vista Unified",Vista Unified,594.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
556,Elementary,33.18517,-117.25456,"1111 Melrose Way,Vista,CA,92083",92083,"Breeze Hill Elementary, Vista Unified",Vista Unified,885.0,60736.0,75178.0,83.0,6374.0,17.0,690.0,29760.0,5808.0,3263.0,5575.0,2344.0,45.97,0.005174731182795699,1
557,Elementary,33.218194,-117.22187,"1370 Oak Drive,Vista,CA,92084",92084,"Foothill Oak Elementary, Vista Unified",Vista Unified,628.0,68446.0,88583.0,84.1,8135.0,15.9,1150.0,40165.0,7783.0,3949.0,7006.0,4220.0,34.33,0.0031370596290302504,1
